name,value,timestep,step
MaxRew,-10.71668573288527,0,85
MeanRew_lower,3.9303588950517185,0,85
MeanRew_upper,-14.716984154830831,0,85
MeanSlowdown,4.952606060606061,0,85
MeanLen+,133.71333333333334,0,85
MeanLen-,21.53348916352284,0,85
MeanEntropy,1.9340376,0,85
NumTrajs,300,0,86
NumTimesteps,40320,0,86
MaxRew,-10.565676692353794,0,86
MeanRew_lower,3.5757165086386618,0,86
MeanRew_upper,-14.299447665304463,0,86
MeanSlowdown,4.822060606060606,0,86
MeanLen+,134.4,0,86
MeanLen-,23.179157304210463,0,86
MeanEntropy,1.9805673,0,86
NumTrajs,300,0,87
NumTimesteps,39785,0,87
MaxRew,-10.678954864823623,0,87
MeanRew_lower,3.7666044084013306,0,87
MeanRew_upper,-14.5550980924865,0,87
MeanSlowdown,4.874303030303031,0,87
MeanLen+,132.61666666666667,0,87
MeanLen-,20.62627100460855,0,87
MeanEntropy,2.0359235,0,87
NumTrajs,300,0,88
NumTimesteps,39980,0,88
MaxRew,-10.315695519807779,0,88
MeanRew_lower,3.7867969656898266,0,88
MeanRew_upper,-14.231713880851528,0,88
MeanSlowdown,4.7795151515151515,0,88
MeanLen+,133.26666666666668,0,88
MeanLen-,21.976249806451406,0,88
MeanEntropy,1.9594396,0,88
NumTrajs,300,0,89
NumTimesteps,40112,0,89
MaxRew,-10.480086322998886,0,89
MeanRew_lower,3.629668620709078,0,89
MeanRew_upper,-14.484525824759414,0,89
MeanSlowdown,4.902787878787879,0,89
MeanLen+,133.70666666666668,0,89
MeanLen-,21.815299422398237,0,89
MeanEntropy,1.9540704,0,89
NumTrajs,300,0,90
NumTimesteps,40355,0,90
MaxRew,-10.942854932678232,0,90
MeanRew_lower,3.9175727372653126,0,90
MeanRew_upper,-14.678750470114622,0,90
MeanSlowdown,4.926060606060606,0,90
MeanLen+,134.51666666666668,0,90
MeanLen-,22.165206718839528,0,90
MeanEntropy,1.8907771,0,90
NumTrajs,300,0,91
NumTimesteps,39427,0,91
MaxRew,-10.827231048122538,0,91
MeanRew_lower,3.882569125620274,0,91
MeanRew_upper,-14.74619008929764,0,91
MeanSlowdown,4.886881668283221,0,91
MeanLen+,131.42333333333335,0,91
MeanLen-,25.114752415440787,0,91
MeanEntropy,1.9924837,0,91
NumTrajs,300,0,92
NumTimesteps,39949,0,92
MaxRew,-10.978019937839193,0,92
MeanRew_lower,4.006397647622355,0,92
MeanRew_upper,-14.8916119012899,0,92
MeanSlowdown,5.003030303030303,0,92
MeanLen+,133.16333333333333,0,92
MeanLen-,20.903029817601936,0,92
MeanEntropy,1.9455118,0,92
NumTrajs,300,0,93
NumTimesteps,41301,0,93
MaxRew,-10.624305201006383,0,93
MeanRew_lower,3.8197655662016285,0,93
MeanRew_upper,-14.704420849918318,0,93
MeanSlowdown,5.033939393939394,0,93
MeanLen+,137.67,0,93
MeanLen-,23.722024225038922,0,93
MeanEntropy,1.9954617,0,93
NumTrajs,300,0,94
NumTimesteps,41969,0,94
MaxRew,-10.819377162778135,0,94
MeanRew_lower,3.993077512789235,0,94
MeanRew_upper,-14.729451843238609,0,94
MeanSlowdown,5.1356363636363636,0,94
MeanLen+,139.89666666666668,0,94
MeanLen-,23.23931988869057,0,94
MeanEntropy,1.9296274,0,94
NumTrajs,300,0,95
NumTimesteps,41086,0,95
MaxRew,-10.933067728587087,0,95
MeanRew_lower,3.875920377389591,0,95
MeanRew_upper,-14.857904121313672,0,95
MeanSlowdown,5.143030303030303,0,95
MeanLen+,136.95333333333335,0,95
MeanLen-,21.982974219962948,0,95
MeanEntropy,1.8749796,0,95
NumTrajs,300,0,96
NumTimesteps,41767,0,96
MaxRew,-10.279557896877144,0,96
MeanRew_lower,3.8317147375982277,0,96
MeanRew_upper,-14.693331235918777,0,96
MeanSlowdown,5.0692121212121215,0,96
MeanLen+,139.22333333333333,0,96
MeanLen-,22.208259474548854,0,96
MeanEntropy,1.9859866,0,96
NumTrajs,300,0,97
NumTimesteps,40307,0,97
MaxRew,-10.667060719083732,0,97
MeanRew_lower,3.799948141785015,0,97
MeanRew_upper,-14.794157762794445,0,97
MeanSlowdown,4.940242424242424,0,97
MeanLen+,134.35666666666665,0,97
MeanLen-,21.25722125668253,0,97
MeanEntropy,2.00469,0,97
NumTrajs,300,0,98
NumTimesteps,40381,0,98
MaxRew,-10.26629004543773,0,98
MeanRew_lower,3.72596087328956,0,98
MeanRew_upper,-14.325473136564064,0,98
MeanSlowdown,4.874666666666666,0,98
MeanLen+,134.60333333333332,0,98
MeanLen-,20.61001347781111,0,98
MeanEntropy,1.9479023,0,98
NumTrajs,300,0,99
NumTimesteps,40495,0,99
MaxRew,-10.588089359491406,0,99
MeanRew_lower,3.8942929623203257,0,99
MeanRew_upper,-14.564000916672775,0,99
MeanSlowdown,4.925818181818181,0,99
MeanLen+,134.98333333333332,0,99
MeanLen-,21.541503867856786,0,99
MeanEntropy,1.9478242,0,99
NumTrajs,300,0,100
NumTimesteps,40139,0,100
MaxRew,-10.45207472471505,0,100
MeanRew_lower,3.661703663173513,0,100
MeanRew_upper,-14.531183990220919,0,100
MeanSlowdown,4.866270611057226,0,100
MeanLen+,133.79666666666665,0,100
MeanLen-,26.284253630051758,0,100
MeanEntropy,1.9722137,0,100
NumTrajs,300,0,101
NumTimesteps,40284,0,101
MaxRew,-10.640753421504026,0,101
MeanRew_lower,4.102862797765623,0,101
MeanRew_upper,-14.789612999408327,0,101
MeanSlowdown,4.983272727272727,0,101
MeanLen+,134.28,0,101
MeanLen-,20.497843789042786,0,101
MeanEntropy,1.8690549,0,101
NumTrajs,300,0,102
NumTimesteps,39704,0,102
MaxRew,-10.516495402868534,0,102
MeanRew_lower,3.7988822276506773,0,102
MeanRew_upper,-14.339036998721488,0,102
MeanSlowdown,4.867393939393939,0,102
MeanLen+,132.34666666666666,0,102
MeanLen-,21.088697341361687,0,102
MeanEntropy,1.9551686,0,102
NumTrajs,300,0,103
NumTimesteps,41447,0,103
MaxRew,-10.564498715965895,0,103
MeanRew_lower,4.193834932903265,0,103
MeanRew_upper,-14.677535202997673,0,103
MeanSlowdown,5.039878787878788,0,103
MeanLen+,138.15666666666667,0,103
MeanLen-,22.576362023634857,0,103
MeanEntropy,1.9979283,0,103
NumTrajs,300,0,104
NumTimesteps,40323,0,104
MaxRew,-10.399778491310883,0,104
MeanRew_lower,3.6947370269758215,0,104
MeanRew_upper,-14.258771234510272,0,104
MeanSlowdown,4.804484848484848,0,104
MeanLen+,134.41,0,104
MeanLen-,20.285345285040957,0,104
MeanEntropy,1.9278864,0,104
NumTrajs,300,0,105
NumTimesteps,40165,0,105
MaxRew,-10.09846878566415,0,105
MeanRew_lower,3.632415511969117,0,105
MeanRew_upper,-13.968879032856,0,105
MeanSlowdown,4.768606060606061,0,105
MeanLen+,133.88333333333333,0,105
MeanLen-,21.090038459477075,0,105
MeanEntropy,1.9595281,0,105
NumTrajs,300,0,106
NumTimesteps,40021,0,106
MaxRew,-10.793277552856953,0,106
MeanRew_lower,3.921003091500086,0,106
MeanRew_upper,-14.333225630408512,0,106
MeanSlowdown,4.829090909090909,0,106
MeanLen+,133.40333333333334,0,106
MeanLen-,21.646723898908018,0,106
MeanEntropy,2.0200891,0,106
NumTrajs,300,0,107
NumTimesteps,40210,0,107
MaxRew,-10.771579176417234,0,107
MeanRew_lower,3.8514061384919427,0,107
MeanRew_upper,-14.623958565718215,0,107
MeanSlowdown,4.939757575757576,0,107
MeanLen+,134.03333333333333,0,107
MeanLen-,21.23594960333904,0,107
MeanEntropy,1.9519604,0,107
NumTrajs,300,0,108
NumTimesteps,40137,0,108
MaxRew,-10.688432131048947,0,108
MeanRew_lower,3.451992927069943,0,108
MeanRew_upper,-14.290818620022861,0,108
MeanSlowdown,4.820484848484848,0,108
MeanLen+,133.79,0,108
MeanLen-,21.52361261498636,0,108
MeanEntropy,2.0090568,0,108
NumTrajs,300,0,109
NumTimesteps,39870,0,109
MaxRew,-10.225642698768524,0,109
MeanRew_lower,3.767668884139941,0,109
MeanRew_upper,-14.23095959797453,0,109
MeanSlowdown,4.808121212121212,0,109
MeanLen+,132.9,0,109
MeanLen-,20.794149818318292,0,109
MeanEntropy,1.9800504,0,109
NumTrajs,300,0,110
NumTimesteps,39589,0,110
MaxRew,-10.429002752433343,0,110
MeanRew_lower,3.6594884595238844,0,110
MeanRew_upper,-14.122378363145748,0,110
MeanSlowdown,4.790060606060606,0,110
MeanLen+,131.96333333333334,0,110
MeanLen-,20.211761977181066,0,110
MeanEntropy,1.9660431,0,110
NumTrajs,300,0,111
NumTimesteps,39931,0,111
MaxRew,-10.695440226232089,0,111
MeanRew_lower,4.538435205922194,0,111
MeanRew_upper,-14.880801262052628,0,111
MeanSlowdown,4.898181818181818,0,111
MeanLen+,133.10333333333332,0,111
MeanLen-,24.177248028305915,0,111
MeanEntropy,1.974785,0,111
NumTrajs,300,0,112
NumTimesteps,40403,0,112
MaxRew,-10.413860714465953,0,112
MeanRew_lower,3.833697498239652,0,112
MeanRew_upper,-14.316771543549548,0,112
MeanSlowdown,4.851636363636364,0,112
MeanLen+,134.67666666666668,0,112
MeanLen-,24.959943687614537,0,112
MeanEntropy,1.9445597,0,112
NumTrajs,300,0,113
NumTimesteps,40484,0,113
MaxRew,-10.482123819213061,0,113
MeanRew_lower,3.8282840327078276,0,113
MeanRew_upper,-14.239093021835798,0,113
MeanSlowdown,4.8723636363636365,0,113
MeanLen+,134.94666666666666,0,113
MeanLen-,21.80146376329402,0,113
MeanEntropy,1.9263536,0,113
NumTrajs,300,0,114
NumTimesteps,40424,0,114
MaxRew,-10.485887897610318,0,114
MeanRew_lower,3.674535797857395,0,114
MeanRew_upper,-14.310076135501376,0,114
MeanSlowdown,4.911636363636363,0,114
MeanLen+,134.74666666666667,0,114
MeanLen-,26.994736935599544,0,114
MeanEntropy,1.9177582,0,114
NumTrajs,300,0,115
NumTimesteps,39497,0,115
MaxRew,-10.327904378106265,0,115
MeanRew_lower,3.8091480413722283,0,115
MeanRew_upper,-13.90895645011753,0,115
MeanSlowdown,4.670787878787879,0,115
MeanLen+,131.65666666666667,0,115
MeanLen-,20.023955375721574,0,115
MeanEntropy,2.0029054,0,115
NumTrajs,300,0,116
NumTimesteps,39671,0,116
MaxRew,-10.642011685385707,0,116
MeanRew_lower,3.7442325942321513,0,116
MeanRew_upper,-14.30986480536589,0,116
MeanSlowdown,4.803757575757576,0,116
MeanLen+,132.23666666666668,0,116
MeanLen-,20.85666933034984,0,116
MeanEntropy,2.0176866,0,116
NumTrajs,300,0,117
NumTimesteps,40206,0,117
MaxRew,-10.521375266041158,0,117
MeanRew_lower,3.7452025742728576,0,117
MeanRew_upper,-14.255016591626097,0,117
MeanSlowdown,4.871515151515151,0,117
MeanLen+,134.02,0,117
MeanLen-,21.59489754548514,0,117
MeanEntropy,1.9955541,0,117
NumTrajs,300,0,118
NumTimesteps,41998,0,118
MaxRew,-10.70799825800336,0,118
MeanRew_lower,4.166591323475111,0,118
MeanRew_upper,-14.652027669663706,0,118
MeanSlowdown,5.132848484848485,0,118
MeanLen+,139.99333333333334,0,118
MeanLen-,24.0370538035666,0,118
MeanEntropy,2.0140722,0,118
NumTrajs,300,0,119
NumTimesteps,39711,0,119
MaxRew,-10.287741417376099,0,119
MeanRew_lower,3.6657284327095585,0,119
MeanRew_upper,-14.196755086611553,0,119
MeanSlowdown,4.8379393939393935,0,119
MeanLen+,132.37,0,119
MeanLen-,20.161343374553855,0,119
MeanEntropy,2.0072289,0,119
NumTrajs,300,0,120
NumTimesteps,39903,0,120
MaxRew,-10.39534078730004,0,120
MeanRew_lower,4.047749714970852,0,120
MeanRew_upper,-14.373711339550209,0,120
MeanSlowdown,4.8281212121212125,0,120
MeanLen+,133.01,0,120
MeanLen-,20.164405107350262,0,120
MeanEntropy,2.0312037,0,120
NumTrajs,300,0,121
NumTimesteps,40340,0,121
MaxRew,-10.46946231554084,0,121
MeanRew_lower,3.571111157144413,0,121
MeanRew_upper,-14.076504937479886,0,121
MeanSlowdown,4.7672727272727276,0,121
MeanLen+,134.46666666666667,0,121
MeanLen-,20.681123975473113,0,121
MeanEntropy,2.011447,0,121
NumTrajs,300,0,122
NumTimesteps,40557,0,122
MaxRew,-10.443125076060419,0,122
MeanRew_lower,3.83080110241213,0,122
MeanRew_upper,-14.401555978131812,0,122
MeanSlowdown,4.869212121212121,0,122
MeanLen+,135.19,0,122
MeanLen-,21.222642782336667,0,122
MeanEntropy,1.8960531,0,122
NumTrajs,300,0,123
NumTimesteps,39904,0,123
MaxRew,-10.128541109922356,0,123
MeanRew_lower,3.500688354006126,0,123
MeanRew_upper,-13.974951085065284,0,123
MeanSlowdown,4.736606060606061,0,123
MeanLen+,133.01333333333332,0,123
MeanLen-,19.90912242052762,0,123
MeanEntropy,1.9792874,0,123
NumTrajs,300,0,124
NumTimesteps,40974,0,124
MaxRew,-10.191976043448374,0,124
MeanRew_lower,3.9277658153328074,0,124
MeanRew_upper,-14.34950879244799,0,124
MeanSlowdown,4.888969696969697,0,124
MeanLen+,136.58,0,124
MeanLen-,22.168978325579193,0,124
MeanEntropy,2.0406156,0,124
NumTrajs,300,0,125
NumTimesteps,40211,0,125
MaxRew,-10.423022609765194,0,125
MeanRew_lower,3.61603398951937,0,125
MeanRew_upper,-14.019439763177962,0,125
MeanSlowdown,4.756,0,125
MeanLen+,134.03666666666666,0,125
MeanLen-,21.565295937892643,0,125
MeanEntropy,1.9653976,0,125
NumTrajs,300,0,126
NumTimesteps,40746,0,126
MaxRew,-10.356376767798789,0,126
MeanRew_lower,3.581384111720579,0,126
MeanRew_upper,-14.325640324115351,0,126
MeanSlowdown,4.877212121212121,0,126
MeanLen+,135.82,0,126
MeanLen-,20.254405282143768,0,126
MeanEntropy,2.0079012,0,126
NumTrajs,300,0,127
NumTimesteps,40766,0,127
MaxRew,-10.191334399007768,0,127
MeanRew_lower,3.4674084175987594,0,127
MeanRew_upper,-14.058450676984181,0,127
MeanSlowdown,4.833939393939394,0,127
MeanLen+,135.88666666666666,0,127
MeanLen-,21.6919452536855,0,127
MeanEntropy,1.9148804,0,127
NumTrajs,300,0,128
NumTimesteps,40744,0,128
MaxRew,-10.602315661250561,0,128
MeanRew_lower,3.7173982328226973,0,128
MeanRew_upper,-14.297487790822846,0,128
MeanSlowdown,4.913939393939394,0,128
MeanLen+,135.81333333333333,0,128
MeanLen-,21.152741876383043,0,128
MeanEntropy,1.9537048,0,128
NumTrajs,300,0,129
NumTimesteps,40278,0,129
MaxRew,-10.431890476895447,0,129
MeanRew_lower,3.6805427087183578,0,129
MeanRew_upper,-14.173660576317921,0,129
MeanSlowdown,4.812848484848485,0,129
MeanLen+,134.26,0,129
MeanLen-,19.68567330149856,0,129
MeanEntropy,1.953738,0,129
NumTrajs,300,0,130
NumTimesteps,41277,0,130
MaxRew,-10.684857490237933,0,130
MeanRew_lower,3.9149466785236027,0,130
MeanRew_upper,-14.333760934532068,0,130
MeanSlowdown,4.930545454545454,0,130
MeanLen+,137.59,0,130
MeanLen-,22.146374421110107,0,130
MeanEntropy,1.9399154,0,130
NumTrajs,300,0,131
NumTimesteps,41583,0,131
MaxRew,-10.299558601123284,0,131
MeanRew_lower,4.2435241164744975,0,131
MeanRew_upper,-14.666052640866491,0,131
MeanSlowdown,5.084,0,131
MeanLen+,138.61,0,131
MeanLen-,22.55861771770011,0,131
MeanEntropy,2.0359743,0,131
NumTrajs,300,0,132
NumTimesteps,41369,0,132
MaxRew,-10.675580408977627,0,132
MeanRew_lower,3.8497463555585507,0,132
MeanRew_upper,-14.151371993086947,0,132
MeanSlowdown,4.859515151515152,0,132
MeanLen+,137.89666666666668,0,132
MeanLen-,21.875236887606242,0,132
MeanEntropy,2.0044909,0,132
NumTrajs,300,0,133
NumTimesteps,40402,0,133
MaxRew,-10.02868778574425,0,133
MeanRew_lower,3.729141687617342,0,133
MeanRew_upper,-14.000411796580023,0,133
MeanSlowdown,4.757818181818182,0,133
MeanLen+,134.67333333333335,0,133
MeanLen-,20.579114547413248,0,133
MeanEntropy,1.9757359,0,133
NumTrajs,300,0,134
NumTimesteps,39711,0,134
MaxRew,-10.309182532887052,0,134
MeanRew_lower,3.736974981576107,0,134
MeanRew_upper,-14.036831445916016,0,134
MeanSlowdown,4.716727272727272,0,134
MeanLen+,132.37,0,134
MeanLen-,19.755162194559002,0,134
MeanEntropy,2.0572236,0,134
NumTrajs,300,0,135
NumTimesteps,39351,0,135
MaxRew,-10.298586599007534,0,135
MeanRew_lower,3.8329061053289357,0,135
MeanRew_upper,-14.325298879953975,0,135
MeanSlowdown,4.798181818181818,0,135
MeanLen+,131.17,0,135
MeanLen-,19.094356059666776,0,135
MeanEntropy,2.024997,0,135
NumTrajs,300,0,136
NumTimesteps,40931,0,136
MaxRew,-10.460831565645377,0,136
MeanRew_lower,3.592496933952219,0,136
MeanRew_upper,-14.110555415308966,0,136
MeanSlowdown,4.8723636363636365,0,136
MeanLen+,136.43666666666667,0,136
MeanLen-,20.20014823928005,0,136
MeanEntropy,1.9070005,0,136
NumTrajs,300,0,137
NumTimesteps,39889,0,137
MaxRew,-10.175766360183268,0,137
MeanRew_lower,3.721657766876708,0,137
MeanRew_upper,-14.027041790964388,0,137
MeanSlowdown,4.725939393939394,0,137
MeanLen+,132.96333333333334,0,137
MeanLen-,18.437877378435463,0,137
MeanEntropy,1.9935547,0,137
NumTrajs,300,0,138
NumTimesteps,40289,0,138
MaxRew,-10.24751063947095,0,138
MeanRew_lower,3.605281183421943,0,138
MeanRew_upper,-14.04922095155776,0,138
MeanSlowdown,4.767636363636363,0,138
MeanLen+,134.29666666666665,0,138
MeanLen-,19.762978576677714,0,138
MeanEntropy,2.0076344,0,138
NumTrajs,300,0,139
NumTimesteps,39985,0,139
MaxRew,-10.546436111539254,0,139
MeanRew_lower,3.566236907628141,0,139
MeanRew_upper,-13.925302259561422,0,139
MeanSlowdown,4.696242424242424,0,139
MeanLen+,133.28333333333333,0,139
MeanLen-,19.89647512053887,0,139
MeanEntropy,1.9761415,0,139
NumTrajs,300,0,140
NumTimesteps,40194,0,140
MaxRew,-9.941869655850317,0,140
MeanRew_lower,3.773144927183042,0,140
MeanRew_upper,-13.94527691532597,0,140
MeanSlowdown,4.746060606060606,0,140
MeanLen+,133.98,0,140
MeanLen-,18.90483888673303,0,140
MeanEntropy,1.9307964,0,140
NumTrajs,300,0,141
NumTimesteps,39512,0,141
MaxRew,-10.30931999075583,0,141
MeanRew_lower,3.889533842732572,0,141
MeanRew_upper,-13.69542879700267,0,141
MeanSlowdown,4.663515151515152,0,141
MeanLen+,131.70666666666668,0,141
MeanLen-,19.412554929449367,0,141
MeanEntropy,2.0100358,0,141
NumTrajs,300,0,142
NumTimesteps,39822,0,142
MaxRew,-10.101023720024948,0,142
MeanRew_lower,3.5120438439224335,0,142
MeanRew_upper,-13.632739547942252,0,142
MeanSlowdown,4.659515151515151,0,142
MeanLen+,132.74,0,142
MeanLen-,20.116636564462425,0,142
MeanEntropy,2.0145245,0,142
NumTrajs,300,0,143
NumTimesteps,39931,0,143
MaxRew,-10.029495422067834,0,143
MeanRew_lower,3.6050840186958304,0,143
MeanRew_upper,-13.704457830451277,0,143
MeanSlowdown,4.712242424242424,0,143
MeanLen+,133.10333333333332,0,143
MeanLen-,25.596601119853567,0,143
MeanEntropy,1.971842,0,143
NumTrajs,300,0,144
NumTimesteps,40223,0,144
MaxRew,-10.067505213212884,0,144
MeanRew_lower,3.9097173976806925,0,144
MeanRew_upper,-13.81792942765811,0,144
MeanSlowdown,4.708363636363637,0,144
MeanLen+,134.07666666666665,0,144
MeanLen-,25.63079116132695,0,144
MeanEntropy,1.9331633,0,144
NumTrajs,300,0,145
NumTimesteps,41156,0,145
MaxRew,-9.96925795857008,0,145
MeanRew_lower,4.230080929073082,0,145
MeanRew_upper,-13.943109449365728,0,145
MeanSlowdown,4.680427391937834,0,145
MeanLen+,137.18666666666667,0,145
MeanLen-,43.32203237255714,0,145
MeanEntropy,1.9631332,0,145
NumTrajs,300,0,146
NumTimesteps,40366,0,146
MaxRew,-10.14235540901119,0,146
MeanRew_lower,3.7333562950031003,0,146
MeanRew_upper,-14.188436534927945,0,146
MeanSlowdown,4.701188455008489,0,146
MeanLen+,134.55333333333334,0,146
MeanLen-,32.88546521219097,0,146
MeanEntropy,1.9976097858631208,0,146
NumTrajs,300,0,147
NumTimesteps,39696,0,147
MaxRew,-10.086058151452521,0,147
MeanRew_lower,3.75706275268749,0,147
MeanRew_upper,-13.95092859689681,0,147
MeanSlowdown,4.683636363636364,0,147
MeanLen+,132.32,0,147
MeanLen-,20.653109531819496,0,147
MeanEntropy,1.9944417,0,147
NumTrajs,300,0,148
NumTimesteps,40943,0,148
MaxRew,-10.469993635331807,0,148
MeanRew_lower,3.559503839537084,0,148
MeanRew_upper,-14.082588114425889,0,148
MeanSlowdown,4.856,0,148
MeanLen+,136.47666666666666,0,148
MeanLen-,22.199312051402753,0,148
MeanEntropy,1.9543996,0,148
NumTrajs,300,0,149
NumTimesteps,42088,0,149
MaxRew,-10.783483046361246,0,149
MeanRew_lower,4.125495402996825,0,149
MeanRew_upper,-14.530742052280438,0,149
MeanSlowdown,5.053090909090909,0,149
MeanLen+,140.29333333333332,0,149
MeanLen-,25.3110112182206,0,149
MeanEntropy,2.019672,0,149
NumTrajs,300,0,150
NumTimesteps,41251,0,150
MaxRew,-10.343993886204906,0,150
MeanRew_lower,3.647306999791712,0,150
MeanRew_upper,-13.93800594516171,0,150
MeanSlowdown,4.858666666666666,0,150
MeanLen+,137.50333333333333,0,150
MeanLen-,22.015675980739015,0,150
MeanEntropy,1.9492738,0,150
