Heuristic,Metric,Value,Epoch
SJF,MeanSlowdown,9.0,1
SJF,MaxRew,-25.676269338805074,1
SJF,MeanRew_upper,-28.72463272975337,1
SJF,MeanSlowdown,9.0,2
SJF,MaxRew,-25.676269338805074,2
SJF,MeanRew_upper,-28.72463272975337,2
SJF,MeanSlowdown,9.0,3
SJF,MaxRew,-25.676269338805074,3
SJF,MeanRew_upper,-28.72463272975337,3
SJF,MeanSlowdown,9.0,4
SJF,MaxRew,-25.676269338805074,4
SJF,MeanRew_upper,-28.72463272975337,4
SJF,MeanSlowdown,9.0,5
SJF,MaxRew,-25.676269338805074,5
SJF,MeanRew_upper,-28.72463272975337,5
SJF,MeanSlowdown,9.0,6
SJF,MaxRew,-25.676269338805074,6
SJF,MeanRew_upper,-28.72463272975337,6
SJF,MeanSlowdown,9.0,7
SJF,MaxRew,-25.676269338805074,7
SJF,MeanRew_upper,-28.72463272975337,7
SJF,MeanSlowdown,9.0,8
SJF,MaxRew,-25.676269338805074,8
SJF,MeanRew_upper,-28.72463272975337,8
SJF,MeanSlowdown,9.0,9
SJF,MaxRew,-25.676269338805074,9
SJF,MeanRew_upper,-28.72463272975337,9
SJF,MeanSlowdown,9.0,10
SJF,MaxRew,-25.676269338805074,10
SJF,MeanRew_upper,-28.72463272975337,10
SJF,MeanSlowdown,9.0,11
SJF,MaxRew,-25.676269338805074,11
SJF,MeanRew_upper,-28.72463272975337,11
SJF,MeanSlowdown,9.0,12
SJF,MaxRew,-25.676269338805074,12
SJF,MeanRew_upper,-28.72463272975337,12
SJF,MeanSlowdown,9.0,13
SJF,MaxRew,-25.676269338805074,13
SJF,MeanRew_upper,-28.72463272975337,13
SJF,MeanSlowdown,9.0,14
SJF,MaxRew,-25.676269338805074,14
SJF,MeanRew_upper,-28.72463272975337,14
SJF,MeanSlowdown,9.0,15
SJF,MaxRew,-25.676269338805074,15
SJF,MeanRew_upper,-28.72463272975337,15
SJF,MeanSlowdown,9.0,16
SJF,MaxRew,-25.676269338805074,16
SJF,MeanRew_upper,-28.72463272975337,16
SJF,MeanSlowdown,9.0,17
SJF,MaxRew,-25.676269338805074,17
SJF,MeanRew_upper,-28.72463272975337,17
SJF,MeanSlowdown,9.0,18
SJF,MaxRew,-25.676269338805074,18
SJF,MeanRew_upper,-28.72463272975337,18
SJF,MeanSlowdown,9.0,19
SJF,MaxRew,-25.676269338805074,19
SJF,MeanRew_upper,-28.72463272975337,19
SJF,MeanSlowdown,9.0,20
SJF,MaxRew,-25.676269338805074,20
SJF,MeanRew_upper,-28.72463272975337,20
SJF,MeanSlowdown,9.0,21
SJF,MaxRew,-25.676269338805074,21
SJF,MeanRew_upper,-28.72463272975337,21
SJF,MeanSlowdown,9.0,22
SJF,MaxRew,-25.676269338805074,22
SJF,MeanRew_upper,-28.72463272975337,22
SJF,MeanSlowdown,9.0,23
SJF,MaxRew,-25.676269338805074,23
SJF,MeanRew_upper,-28.72463272975337,23
SJF,MeanSlowdown,9.0,24
SJF,MaxRew,-25.676269338805074,24
SJF,MeanRew_upper,-28.72463272975337,24
SJF,MeanSlowdown,9.0,25
SJF,MaxRew,-25.676269338805074,25
SJF,MeanRew_upper,-28.72463272975337,25
SJF,MeanSlowdown,9.0,26
SJF,MaxRew,-25.676269338805074,26
SJF,MeanRew_upper,-28.72463272975337,26
SJF,MeanSlowdown,9.0,27
SJF,MaxRew,-25.676269338805074,27
SJF,MeanRew_upper,-28.72463272975337,27
SJF,MeanSlowdown,9.0,28
SJF,MaxRew,-25.676269338805074,28
SJF,MeanRew_upper,-28.72463272975337,28
SJF,MeanSlowdown,9.0,29
SJF,MaxRew,-25.676269338805074,29
SJF,MeanRew_upper,-28.72463272975337,29
SJF,MeanSlowdown,9.0,30
SJF,MaxRew,-25.676269338805074,30
SJF,MeanRew_upper,-28.72463272975337,30
SJF,MeanSlowdown,9.0,31
SJF,MaxRew,-25.676269338805074,31
SJF,MeanRew_upper,-28.72463272975337,31
SJF,MeanSlowdown,9.0,32
SJF,MaxRew,-25.676269338805074,32
SJF,MeanRew_upper,-28.72463272975337,32
SJF,MeanSlowdown,9.0,33
SJF,MaxRew,-25.676269338805074,33
SJF,MeanRew_upper,-28.72463272975337,33
SJF,MeanSlowdown,9.0,34
SJF,MaxRew,-25.676269338805074,34
SJF,MeanRew_upper,-28.72463272975337,34
SJF,MeanSlowdown,9.0,35
SJF,MaxRew,-25.676269338805074,35
SJF,MeanRew_upper,-28.72463272975337,35
SJF,MeanSlowdown,9.0,36
SJF,MaxRew,-25.676269338805074,36
SJF,MeanRew_upper,-28.72463272975337,36
SJF,MeanSlowdown,9.0,37
SJF,MaxRew,-25.676269338805074,37
SJF,MeanRew_upper,-28.72463272975337,37
SJF,MeanSlowdown,9.0,38
SJF,MaxRew,-25.676269338805074,38
SJF,MeanRew_upper,-28.72463272975337,38
SJF,MeanSlowdown,9.0,39
SJF,MaxRew,-25.676269338805074,39
SJF,MeanRew_upper,-28.72463272975337,39
SJF,MeanSlowdown,9.0,40
SJF,MaxRew,-25.676269338805074,40
